"ibge","bairro","altitude","logradouro","longitude","cep","latitude","estado","cidade","ddd"
5300108,"Asa Sul",1164.4,"Caixa Econômica Federal, SBS Quadra 4 Bloco A Lotes 3/4",-47.9117082,"70092900",-15.7794923,"DF","Brasília",61
5300108,"Asa Sul",1079.8,"Banco do Brasil (Sede III), SBS Quadra 1 Bloco G Lote 32",-47.917206,"70073901",-15.820697,"DF","Brasília",61
5300108,"Asa Sul",1086.4,"Fundo Nacional de Desenvolvimento da Educação, SBS Quadra 2 Bloco F",-47.8872617,"70070929",-15.8123265,"DF","Brasília",61
5300108,"Asa Norte",1017,"SAUN Quadra 5",-47.8838819,"70040250",-15.7412859,"DF","Brasília",61
2304400,"Bela Vista",17.7,"Rua Goiás, até 618/619",-38.5624793,"60441125",-3.7517772,"CE","Fortaleza",85
2409407,"",196.9,"Pau dos Ferros",-38.2052039,"59900000",-6.112331,"RN","Pau dos Ferros",84
2401008,"",79.2,"Apodi",-37.7988308,"59700000",-5.6624907,"RN","Apodi",84
2408003,"Abolição",20,"Avenida Lauro Monte",-37.3479691,"59619000",-5.1709931,"RN","Mossoró",84
2411403,"",155.1,"Santana do Matos",-36.6580919,"59520000",-5.946453,"RN","Santana do Matos",84
2403103,"",352.6,"Currais Novos",-36.5210436,"59380000",-6.2577903,"RN","Currais Novos",84
2507507,"Jaguaribe",51.4,"Rua Cecília Miranda",-34.8726392,"58015130",-7.1289922,"PB","João Pessoa",83
2411205,"",246.3,"Santa Cruz",-36.0202284,"59200000",-6.2239132,"RN","Santa Cruz",84
2408102,"Lagoa Nova",41.1,"Avenida Capitão-mor Gouveia, de 3333 a 4479 - lado ímpar",-35.2099611,"59063400",-5.8259362,"RN","Natal",84
2509008,"",760.7,"Manaíra",-38.1549097,"58995000",-7.7072216,"PB","Manaíra",NA
2507507,"Cristo Redentor",50.8,"Rua Major Brito",-34.8788428,"58070360",-7.1542534,"PB","João Pessoa",83
2507507,"Ernani Sátiro",41.1,"Rua Professor José Holmes",-34.8924518,"58080400",-7.1746881,"PB","João Pessoa",83
2501005,"",573.2,"Araruna",-35.7407441,"58233000",-6.5281982,"PB","Araruna",83
2514503,"",345.5,"São José de Piranhas",-38.4993817,"58940000",-7.1191546,"PB","São José de Piranhas",83
2507507,"Centro",43.6,"Avenida Dom Pedro I, de 401/402 ao fim",-34.8450118,"58013021",-7.1194958,"PB","João Pessoa",83
2513968,"",54,"São Domingos de Pombal",-35.05,"58853000",-6.75,"PB","São Domingos",NA
2509370,"",200.2,"Mato Grosso",-37.7143609,"58832000",-6.5419367,"PB","Mato Grosso",NA
2507507,"Ernesto Geisel",48.3,"Rua Deputado Petrônio Figueiredo",-34.8668118,"58075410",-7.1760987,"PB","João Pessoa",83
2516201,"Augusto Braga",221.6,"Rua Rita de Cássia",-38.2314022,"58808500",-6.7518873,"PB","Sousa",83
2516201,"Jardim Iracema",221.6,"Rua Francisca Iran de Sousa",-38.2314022,"58807035",-6.7518873,"PB","Sousa",83
2516201,"Jardim Sorrilândia II",228,"Rua Vereador Possidônio Queiroga",-38.2310116,"58805288",-6.7757659,"PB","Sousa",83
2516201,"André Gadelha",223.8,"Rua Salatiel Marques Fontes",-38.2424339,"58806470",-6.7531771,"PB","Sousa",83
2516201,"Jardim Sorrilândia III",221.6,"Rua Mário Morais da Silva",-38.2314022,"58805570",-6.7518873,"PB","Sousa",83
2516201,"Jardim Sorrilândia I",220,"Rua Nelson Meira",-38.2292780229,"58805180",-6.761,"PB","Sousa",83
2510808,"Liberdade",259,"Rua Raniere Mazile",-37.2870307,"58703150",-7.0268747,"PB","Patos",83
2516201,"Areias",226.4,"Rua Gualberto Filho",-38.2271754,"58801600",-6.7579055,"PB","Sousa",83
2504009,"Catolé",518.4,"Avenida Elpídio de Almeida",-35.8754782,"58410215",-7.2388106,"PB","Campina Grande",83
2516201,"Centro",226.2,"Rua Ananias Gadelha",-38.2323497,"58800500",-6.7574385,"PB","Sousa",83
2516201,"Centro",228.9,"Rua Doutor José Mariz",-38.2315791,"58800380",-6.7592089,"PB","Sousa",83
2516201,"Centro",227.1,"Rua Doutor Silva Mariz",-38.2304765,"58800290",-6.7577022,"PB","Sousa",83
2507507,"Água Fria",42.6,"Rodovia BR-230, até km 24,000",-34.8555185,"58053002",-7.1593344,"PB","João Pessoa",83
2516201,"Centro",228,"Rua Cônego José Neves",-38.2289683,"58800190",-6.7617294,"PB","Sousa",83
2516201,"Centro",229.1,"Rua Coronel José Gomes de Sá",-38.2287932,"58800050",-6.7588079,"PB","Sousa",83
2516201,"Doutor Zezé",221.6,"Rua Francisco Sarmento Medeiros",-38.2314022,"58804370",-6.7518873,"PB","Sousa",83
2513604,"",325.8,"Santana dos Garrotes",-37.9869429,"58795000",-7.3851571,"PB","Santana dos Garrotes",NA
2507507,"Estados",43.7,"Rua Joaquim Pires Ferreira",-34.8561275,"58030224",-7.1087664,"PB","João Pessoa",83
2506707,"",763.1,"Imaculada",-37.5082553,"58745000",-7.3893128,"PB","Imaculada",83
2501153,"",361.2,"Areia de Baraúnas",-36.9485356,"58732000",-7.1238341,"PB","Areia de Baraúnas",NA
2514404,"",213.6,"São José de Espinharas",-37.3256414,"58723000",-6.8470966,"PB","São José de Espinharas",NA
2501807,"Mário Andreazza",56.7,"Rua Maria Auxiliadora Araújo Silva",-34.9272639,"58309650",-7.1450849,"PB","Bayeux",83
2513802,"",308.1,"Santa Teresinha",-37.4436522,"58720000",-7.0852524,"PB","Santa Teresinha",NA
2516201,"Centro",226.2,"Rua Coronel Antônio Soares",-38.2291995,"58800200",-6.7633966,"PB","Sousa",83
2504009,"Santa Rosa",522.9,"Rua Maria do Socorro Targino Arruda",-35.9070354,"58416715",-7.2329369,"PB","Campina Grande",83
NA,"",244.2,"Santa Gertrudes (Patos)",-37.3954089,"58709000",-6.9495822,"PB","Santa Gertrudes (Patos)",NA
2510808,"Jatobá",256.4,"Rua Manoel Meira",-37.2764562,"58707460",-7.0541508,"PB","Patos",83
2514206,"",261.4,"São José da Lagoa Tapada",-38.1622538,"58815000",-6.9413591,"PB","São José da Lagoa Tapada",NA
2510808,"Monte Castelo",248.3,"Rua Manoel Mota",-37.2767801,"58707000",-7.0430515,"PB","Patos",83
2609006,"",312.1,"Macaparana",-35.4427791,"55865000",-7.5560496,"PE","Macaparana",81
2510808,"Salgadinho",253.3,"Rua Francisco Pontes",-37.2651372,"58706520",-7.0220294,"PB","Patos",83
2504009,"Centro",555,"Rua Cardoso Vieira",-35.8837345,"58400097",-7.2173935,"PB","Campina Grande",83
2507507,"Cristo Redentor",50.8,"Rua Olívia Martins de Almeida Guerra",-34.8789697,"58071430",-7.1630006,"PB","João Pessoa",83
2501807,"São Bento",8.2,"Avenida Santa Rita",-34.9050528,"58305090",-7.1224546,"PB","Bayeux",83
2510808,"Jardim Magnólia",246.8,"Rodovia BR-230",-37.2841395,"58705555",-7.0080659,"PB","Patos",83
2510808,"Noé Trajano",247.5,"Rua Sebastião Marcelino Sobrinho",-37.2878446,"58705000",-7.009713,"PB","Patos",83
2510808,"Bela Vista",240.8,"Rua Antônio Justino",-37.280991,"58704620",-7.0128952,"PB","Patos",83
2510808,"Belo Horizonte",254.6,"Rua Moacir Leitão",-37.2841961,"58704330",-7.0174043,"PB","Patos",83
2504009,"Velame",505.1,"Rua Ezequiel Tavares de Souza",-35.9101484,"58418107",-7.2607779,"PB","Campina Grande",83
2510808,"Belo Horizonte",244.8,"Rua João Domingos de Queiroz",-37.2826473,"58704140",-7.0229054,"PB","Patos",83
2508000,"",586.8,"Juru",-37.8186684,"58750000",-7.5380213,"PB","Juru",NA
2510808,"Morro",254.9,"Rua Janúncio Nóbrega",-37.2925246,"58703230",-7.0297319,"PB","Patos",83
2507507,"Bancários",42.6,"Rua Esmeraldo Gomes Vieira",-34.8358933,"58051650",-7.1488135,"PB","João Pessoa",83
2510808,"Liberdade",258.7,"Rua Severino Dutra",-37.2870087,"58703140",-7.0271849,"PB","Patos",83
2510808,"Liberdade",261.2,"Rua Paulo Leite",-37.2861664,"58703130",-7.0270316,"PB","Patos",83
2510808,"Liberdade",258.2,"Rua do Prado",-37.2946128,"58703000",-7.0322995,"PB","Patos",83
2510808,"Maternidade",244.9,"Rua Saulo de Queiroz Melo",-37.2858564,"58701470",-7.0400579,"PB","Patos",83
2510808,"Maternidade",256.1,"Rua Severino Soares",-37.2871451,"58701380",-7.0376893,"PB","Patos",83
2516201,"Jardim Bela Vista",221.6,"Rua Lúcia Nogueira Elias",-38.2314022,"58808295",-6.7518873,"PB","Sousa",83
2510808,"Santo Antônio",248.2,"Rua Santana",-37.2798874,"58701150",-7.0351791,"PB","Patos",83
2504009,"Centro",544.7,"Rua Coronel João Lourenço Porto",-35.8813441,"58400240",-7.2201073,"PB","Campina Grande",83
2510808,"Brasília",248.3,"Avenida Benjamin Constant",-37.2729963,"58700360",-7.0252075,"PB","Patos",83
2510808,"Centro",254.7,"Terminal Rodoviário",-37.2598502,"58700260",-7.0195406,"PB","Patos",83
2510808,"Centro",248.3,"Rua Severino Martins",-37.2759137,"58700130",-7.0262361,"PB","Patos",83
2507507,"Cruz das Armas",51.1,"Avenida Lima Filho",-34.8849268,"58085310",-7.1410573,"PB","João Pessoa",83
2510808,"Centro",250.3,"Rua Vereador Joaquim Leitão",-37.2804068,"58700110",-7.0268044,"PB","Patos",83
2508109,"",275.2,"Lagoa",-37.9153693,"58835000",-6.59088,"PB","Lagoa",NA
2500601,"",58.6,"Alhandra",-34.9115335,"58320000",-7.4331058,"PB","Alhandra",83
2507507,"Jardim Cidade Universitária",43.6,"Rua Bacharel Wilson Flávio Moreira Coutinho",-34.8450118,"58052510",-7.1194958,"PB","João Pessoa",83
2516201,"Centro",570.3,"AC Sousa, Rua Coronel José Vicente, 18",-35.8976793,"58800970",-7.2166857,"PB","Sousa",83
2500734,"",620.3,"Amparo",-37.0640888,"58548000",-7.5690406,"PB","Amparo",NA
2517407,"",632.7,"Zabelê",-37.0996052,"58515000",-8.0765902,"PB","Zabelê",NA
2509800,"",95.4,"Mulungu",-35.4634585,"58354000",-7.0301513,"PB","Mulungu",NA
2515203,"",598.8,"São Sebastião do Umbuzeiro",-37.0141746,"58510000",-8.1533021,"PB","São Sebastião do Umbuzeiro",NA
2507507,"Jardim São Paulo",41.3,"Rua José Firmino Ferreira",-34.8516396,"58053022",-7.1524213,"PB","João Pessoa",83
2506251,"",354.9,"Gado Bravo",-35.7915396,"58492000",-7.5825489,"PB","Gado Bravo",NA
2510808,"Bela Vista",242.4,"Rua Antônio Gomes da Costa",-37.2835893,"58704412",-7.0133386,"PB","Patos",83
2510808,"Maternidade",256.5,"Rua Luiz Fragoso Diniz",-37.286691,"58701502",-7.0384863,"PB","Patos",83
2501302,"",341,"Aroeiras",-35.7063659,"58489000",-7.5453203,"PB","Aroeiras",NA
2606002,"Boa Vista",854.8,"Rua Afonso Natário",-36.4918433,"55292430",-8.9058872,"PE","Garanhuns",87
2500536,"",523.2,"Alcantil",-36.0592398,"58460000",-7.743334,"PB","Alcantil",NA
2504009,"Nova Brasília",509,"Rua Papa Leão X",-35.8593486,"58406795",-7.2158328,"PB","Campina Grande",83
NA,"",595.3,"Santa Terezinha (Campina Grande)",-35.9363779,"58449000",-7.2091422,"PB","Santa Terezinha (Campina Grande)",NA
2514305,"",584.9,"São José de Caiana",-38.2992722,"58784000",-7.2467661,"PB","São José de Caiana",NA
2504009,"Malvinas",526.5,"Rua Cabaceiras",-35.9296446,"58433106",-7.2344739,"PB","Campina Grande",83
2516201,"Jardim Bela Vista",221.6,"Rua Gastão Medeiros Forte",-38.2314022,"58808270",-6.7518873,"PB","Sousa",83
2506509,"",490.8,"Gurjão",-36.4868333,"58670000",-7.2473356,"PB","Gurjão",NA
2504009,"Malvinas",518.9,"Avenida Marechal Floriano Peixoto",-35.9282625,"58432809",-7.2396174,"PB","Campina Grande",83
2504009,"Malvinas",513.1,"Rua das Juremas",-35.9226253,"58432587",-7.2483392,"PB","Campina Grande",83
2504009,"Malvinas",532.6,"Rua José Marques Ferreira",-35.9342721,"58432545",-7.2304728,"PB","Campina Grande",83
2510808,"Noé Trajano",247.5,"Rua Carlos Dantas Trigueiro",-37.2878446,"58705050",-7.009713,"PB","Patos",83
2510808,"Salgadinho",253.2,"Rua Manoel Torres",-37.2621935,"58706510",-7.0226105,"PB","Patos",83
2507507,"Centro",55.9,"Rua Professora Alice Azevedo",-34.8831641,"58013480",-7.1241378,"PB","João Pessoa",83
2504009,"Bodocongó",512.1,"Avenida Industrial Ademar Veloso da Silveira",-35.9179312,"58430000",-7.2184353,"PB","Campina Grande",83
2504009,"Centenário",499.8,"Avenida Marechal Floriano Peixoto, lado ímpar",-35.9146084,"58428111",-7.2333776,"PB","Campina Grande",83
2304400,"Centro",23.8,"Rua Governador Sampaio",-38.5242476,"60055050",-3.7279769,"CE","Fortaleza",85
2504009,"Velame",488.6,"Rua Daniel Luiz Rodrigues",-35.9140711,"58420060",-7.27564,"PB","Campina Grande",83
2504009,"Cruzeiro",521.1,"Rua Almirante Barroso",-35.9027365,"58415670",-7.2433751,"PB","Campina Grande",83
2504009,"Cruzeiro",507.7,"Rua Doutor Antônio Figueiredo Agra",-35.9023061,"58415570",-7.252297,"PB","Campina Grande",83
2507507,"Centro",43.6,"Praça Mil Oitocentos e Dezessete",-34.8450118,"58013010",-7.1194958,"PB","João Pessoa",83
2507507,"Centro",44,"Avenida Desembargador Souto Maior",-34.8787743,"58013190",-7.1168881,"PB","João Pessoa",83
2504009,"Cruzeiro",510.6,"Avenida Presidente Juscelino Kubitschek",-35.901587,"58415530",-7.2559681,"PB","Campina Grande",83
2507507,"Cristo Redentor",50.8,"Rua dos Milagres, até 1595/1596",-34.8789697,"58070530",-7.1630006,"PB","João Pessoa",83
2504009,"Jardim Paulistano",503.4,"Rua Getúlio Cavalcante",-35.8942268,"58415290",-7.2451148,"PB","Campina Grande",83
2516409,"",170,"Tacima",-35.6373637,"58240000",-6.488126,"PB","Tacima",NA
2504009,"Tambor",497.3,"Avenida Jornalista Assis Chateaubriand",-35.8893265,"58414500",-7.2536981,"PB","Campina Grande",83
2504009,"Liberdade",519.5,"Rua Padre Pedro Serrão",-35.8926909,"58414265",-7.2385524,"PB","Campina Grande",83
2507507,"Ipês",7.8,"Via Expressa Ayrton Senna da Silva",-34.8527592,"58028830",-7.1027215,"PB","João Pessoa",83
2513703,"Popular",22.9,"Rua Eurico Dutra",-34.9774805,"58301055",-7.1273306,"PB","Santa Rita",83
2504009,"Liberdade",520.4,"Rua Doutor Edésio Silva",-35.8924392,"58414255",-7.2405326,"PB","Campina Grande",83
2611606,"Várzea",16.7,"Rua Gastão Vidigal",-34.9614377,"50980360",-8.0350092,"PE","Recife",81
2504009,"Liberdade",531.5,"Rua Almirante Barroso",-35.8973157,"58414200",-7.2368278,"PB","Campina Grande",83
2507507,"Centro",38.7,"Parque Solon de Lucena, lado ímpar",-34.8787183,"58013131",-7.1215116,"PB","João Pessoa",83
2513703,"Centro",17.9,"Rua Professor Luiz Soares",-34.9862671,"58300320",-7.126562,"PB","Santa Rita",83
2507507,"Costa e Silva",38.2,"Rua Marieta Araújo Nascimento",-34.8952028,"58081240",-7.1780955,"PB","João Pessoa",83
2504009,"Catolé",509.3,"Rua Manoel Alves de Oliveira",-35.8809665,"58410575",-7.249938,"PB","Campina Grande",83
2504009,"Catolé",509.4,"Rua Deputado Djalma Marinho",-35.8813892,"58410495",-7.2456786,"PB","Campina Grande",83
2403251,"Parque de Exposições",43.2,"Rua Câmara Cascudo",-35.2576191,"59146460",-5.9006077,"RN","Parnamirim",84
2504009,"Catolé",514.6,"Rua Francisco Camilo",-35.879128,"58410280",-7.2302146,"PB","Campina Grande",83
2507507,"Ernani Sátiro",28.9,"Rua Mário Neves do Nascimento",-34.8875815,"58080030",-7.1718137,"PB","João Pessoa",83
2504009,"Catolé",519.7,"Rua Otacílio Nepomuceno",-35.8729918,"58410160",-7.2338966,"PB","Campina Grande",83
2504009,"Catolé",512.2,"Rua João Pequeno",-35.8773938,"58410150",-7.233433,"PB","Campina Grande",83
2507507,"Bancários",38.5,"Rua Antônio Miguel Duarte",-34.8479136,"58051125",-7.1453424,"PB","João Pessoa",83
2507507,"Varjão",47.8,"Rua Cônego Vicente Pimentel",-34.872073,"58070030",-7.1488105,"PB","João Pessoa",83
2504009,"Estação Velha",513.4,"Rua Benjamin Constant",-35.8846813,"58410003",-7.2287497,"PB","Campina Grande",83
2515807,"",382.9,"Serra Redonda",-35.6803639,"58385000",-7.1856345,"PB","Serra Redonda",NA
2516201,"Jardim Sorrilândia I",221.6,"Travessa Vinte de Abril",-38.2314022,"58805060",-6.7518873,"PB","Sousa",83
2504009,"Vila Cabral",522.5,"Avenida Senador Argemiro de Figueiredo",-35.8711228,"58408330",-7.243713,"PB","Campina Grande",83
2504009,"Mirante",517.6,"Avenida Prefeito Severino Bezerra Cabral",-35.8682079,"58407660",-7.2355698,"PB","Campina Grande",83
2504009,"José Pinheiro",513.2,"Avenida Prefeito Severino Bezerra Cabral",-35.8721498,"58407475",-7.2307788,"PB","Campina Grande",83
2501807,"Imaculada",13.3,"Rua Doutor Gilvan Muribeca",-34.9264754,"58309410",-7.1335689,"PB","Bayeux",83
2504009,"José Pinheiro",520,"Rua Campos Sales",-35.8724315,"58407450",-7.2257831,"PB","Campina Grande",83
2504009,"Santo Antônio",525.5,"Rua Vigário Virgínio",-35.8745488,"58406030",-7.2175056,"PB","Campina Grande",83
2504009,"Santo Antônio",533.7,"Rua Giló Guedes, lado ímpar",-35.8729763,"58406000",-7.2168585,"PB","Campina Grande",83
2507507,"Varadouro",20.6,"Rua Maciel Pinheiro, de 521/522 ao fim",-34.8886242,"58010132",-7.1178338,"PB","João Pessoa",83
2510808,"Jatobá",251.6,"Rua Manoel Cabral",-37.2740226,"58707280",-7.0487619,"PB","Patos",83
2504009,"Conceição",529.6,"Rua Vigolvino Wanderley",-35.8849458,"58401311",-7.2138836,"PB","Campina Grande",83
2504009,"Palmeira",583.4,"Rua Quinze de Novembro",-35.8954198,"58401075",-7.2024947,"PB","Campina Grande",83
2504009,"Monte Santo",563.5,"Rua João Suassuna",-35.8999017,"58400775",-7.2105845,"PB","Campina Grande",83
2504009,"Monte Santo",559.6,"Rua Vereador Arrojado Lisboa",-35.9002248,"58400640",-7.2121492,"PB","Campina Grande",83
2507507,"Estados",41.4,"Avenida Presidente Epitácio Pessoa, até 1145 - lado ímpar",-34.8541389,"58030000",-7.1128323,"PB","João Pessoa",83
2510808,"Centro",252.8,"Rua Dom Pedro II",-37.2801905,"58700180",-7.0300258,"PB","Patos",83
2504009,"Prata",565.5,"Rua Duque de Caxias",-35.8977286,"58400506",-7.2225536,"PB","Campina Grande",83
2504009,"Prata",552,"Rua da Independência",-35.8946907,"58400480",-7.2242823,"PB","Campina Grande",83
2501609,"",458.9,"Barra de Santa Rosa",-36.0599473,"58170000",-6.7217118,"PB","Barra de Santa Rosa",NA
2504009,"São José",543.8,"Rua Melo Leitão",-35.8925748,"58400459",-7.2238907,"PB","Campina Grande",83
2504009,"Centro",554.6,"Rua Maciel Pinheiro",-35.883646,"58400100",-7.2179827,"PB","Campina Grande",83
2504009,"São José",544.4,"Rua Siqueira Campos",-35.8912757,"58400453",-7.21716,"PB","Campina Grande",83
2514008,"",454.9,"São João do Cariri",-36.532597,"58590000",-7.3911149,"PB","São João do Cariri",NA
2504009,"São José",534.7,"Rua Dom Pedro I",-35.8928477,"58400414",-7.2267574,"PB","Campina Grande",83
2504009,"São José",528.1,"Rua Doutor João Moura",-35.8882068,"58400344",-7.2251882,"PB","Campina Grande",83
2504009,"Centro",547.6,"Rua Treze de Maio",-35.8856038,"58400290",-7.2210479,"PB","Campina Grande",83
2504009,"Centro",539.4,"Rua Vidal de Negreiros",-35.8828724,"58400263",-7.2210984,"PB","Campina Grande",83
2504009,"Centro",523.7,"Praça Coronel Antônio Pessoa",-35.8734667,"58400262",-7.2223667,"PB","Campina Grande",83
2511905,"",31.7,"Pitimbu",-34.8104224,"58324000",-7.4731934,"PB","Pitimbu",NA
2504009,"Alto Branco",592,"Rua Genaro Cavalcante Queiroz",-35.882807,"58401686",-7.2013571,"PB","Campina Grande",83
2504009,"Centro",550.9,"Rua Afonso Campos",-35.8816382,"58400235",-7.2193398,"PB","Campina Grande",83
2507507,"Roger",50.6,"Rua Padre Rolim, lado ímpar",-34.878249,"58020530",-7.1148326,"PB","João Pessoa",83
2504009,"Catolé",509,"Rua Maria de Lourdes Aguiar Loureiro",-35.8804677,"58410488",-7.2469337,"PB","Campina Grande",83
2504009,"Centro",523.7,"Rua Peregrino de Carvalho, até 104/105",-35.8734667,"58400230",-7.2223667,"PB","Campina Grande",83
2504009,"Centro",541.4,"Rua Doutor Antônio Sá",-35.8792501,"58400227",-7.2191435,"PB","Campina Grande",83
2507507,"Oitizeiro",36.5,"Avenida Marta Pacheco",-34.9013005,"58088520",-7.1565146,"PB","João Pessoa",83
2504009,"Centenário",523.7,"Rua Eunice Ribeiro Araújo",-35.9070979,"58428150",-7.2280734,"PB","Campina Grande",83
2504702,"",486.8,"Congo",-36.6608942,"58535000",-7.7972216,"PB","Congo",NA
2504009,"Centro",523.7,"Rua Giló Guedes, lado par",-35.8734667,"58400195",-7.2223667,"PB","Campina Grande",83
4105805,"Atuba",1027,"Rua Abel Scuissiato",-49.2164348142,"83408280",-25.2988400038,"PR","Colombo",41
2507507,"Cruz das Armas",46.3,"Rua Quatro de Outubro",-34.8831278,"58085480",-7.1430625,"PB","João Pessoa",83
2516201,"Jardim Sorrilândia II",227.9,"Avenida José Gadelha de Oliveira",-38.2299818,"58805280",-6.7735772,"PB","Sousa",83
2504009,"Centro",506.6,"Avenida Marechal Floriano Peixoto, lado par",-35.9076808,"58400180",-7.2303174,"PB","Campina Grande",83
2513703,"Centro",13,"Rua Luís Porto",-34.9809123,"58300200",-7.1227785,"PB","Santa Rita",83
2504009,"Centro",523.7,"Rua Peregrino de Carvalho, de 106/107 ao fim",-35.8734667,"58400143",-7.2223667,"PB","Campina Grande",83
2504009,"Centro",529.6,"Rua Vigolvino Wanderley",-35.8849458,"58400126",-7.2138836,"PB","Campina Grande",83
2507507,"Torre",47.2,"Avenida General Bento da Gama",-34.8691982,"58040090",-7.1232127,"PB","João Pessoa",83
2504009,"Vila Cabral",493.3,"Rua Professor José Lopes de Andrade",-35.8675255,"58408100",-7.244399,"PB","Campina Grande",83
2504009,"Centro",536.7,"Rua João Leôncio",-35.8842712,"58400120",-7.2152047,"PB","Campina Grande",83
2507507,"Jardim Oceania",9.6,"Avenida Governador Argemiro de Figueiredo",-34.8328896,"58037030",-7.083845,"PB","João Pessoa",83
2504009,"Centro",531.6,"Rua João Alves de Oliveira",-35.8838691,"58400117",-7.214922,"PB","Campina Grande",83
2504009,"Centro",523.7,"Praça Tenente Alfredo Dantas",-35.8734667,"58400107",-7.2223667,"PB","Campina Grande",83
2506103,"",513.1,"Fagundes",-35.7868519,"58487000",-7.3582688,"PB","Fagundes",83
2501104,"",613.7,"Areia",-35.7002289,"58397000",-6.9686709,"PB","Areia",83
2504009,"Bodocongó",522,"Rua Antônio Vieira da Rocha",-35.9186554,"58430460",-7.2197205,"PB","Campina Grande",83
2512077,"",292.8,"Poço de José de Moura",-38.5113258,"58908000",-6.5742584,"PB","Poço de José de Moura",NA
2513703,"Popular",69.8,"Rua São Paulo",-34.9810215,"58301520",-7.1358326,"PB","Santa Rita",83
2516201,"Centro",226.4,"Rua Sinfrônio Nazaré",-38.2286249,"58800240",-6.7623387,"PB","Sousa",83
2500908,"",473,"Arara",-35.7595746,"58396000",-6.8294168,"PB","Arara",83
2515906,"",532.1,"Serraria",-35.6413285,"58395000",-6.8201281,"PB","Serraria",NA
2403251,"Vale do Sol",48,"Rua Senador Dinarte Mariz",-35.2705552,"59143290",-5.9307439,"RN","Parnamirim",84
2502706,"",358.4,"Borborema",-35.5985453,"58394000",-6.8076898,"PB","Borborema",NA
2500502,"",136.9,"Alagoinha",-35.546154,"58390000",-6.9502133,"PB","Alagoinha",NA
2507507,"Altiplano Cabo Branco",37.6,"Rua Emílio de Araújo Chaves",-34.8280057,"58046150",-7.1350887,"PB","João Pessoa",83
2512754,"",164.6,"Riachão do Bacamarte",-35.6642135,"58382000",-7.249294,"PB","Riachão do Bacamarte",NA
2506806,"",142.9,"Ingá",-35.6100553,"58380000",-7.2892923,"PB","Ingá",83
2507507,"Centro",50.6,"Rua Marechal Almeida Barreto",-34.8807454,"58013460",-7.123852,"PB","João Pessoa",83
2503803,"",74.9,"Caldas Brandão",-35.3248749,"58350000",-7.1026686,"PB","Caldas Brandão",NA
2512762,"Centro",59.9,"AGC Riachão do Poço, Rua Joao Ferreira Alves 44",-35.2641818,"58348970",-7.1466577,"PB","Riachão do Poço",NA
2507507,"Manaíra",9.6,"Rua João Câncio, até 499/500",-34.837581,"58038340",-7.1006083,"PB","João Pessoa",83
2512762,"",52.8,"Riachão do Poço",-35.2628177,"58348000",-7.1471456,"PB","Riachão do Poço",NA
2515302,"Centro",126.7,"AC Sapé, Praça Doutor João Úrsulo 17",-35.2302351,"58340970",-7.0961644,"PB","Sapé",83
2504009,"Centro",562.8,"Rua Félix Araújo",-35.8864511,"58400078",-7.2183953,"PB","Campina Grande",83
2504009,"Alto Branco",588.6,"Avenida Manoel Tavares, de 1449 a 2301 - lado ímpar",-35.8797893,"58401500",-7.203853,"PB","Campina Grande",83
2511509,"Centro",38.5,"AC Pilar, Rua José Lins do Rêgo 77",-35.2588716,"58338970",-7.2669694,"PB","Pilar",83
2515005,"Centro",42,"AC São Miguel de Taipú, Praça Elias Cavalcante de Albuquerque 10",-35.2095872,"58334970",-7.2503882,"PB","São Miguel de Taipu",NA
2515005,"",42,"São Miguel de Taipu",-35.2095872,"58334000",-7.2503882,"PB","São Miguel de Taipu",NA
2507903,"",121.3,"Juripiranga",-35.2398199,"58330000",-7.3746289,"PB","Juripiranga",NA
2504009,"Centro",549.6,"Rua Estelita Cruz",-35.879954,"58400152",-7.210484,"PB","Campina Grande",83
2504009,"José Pinheiro",517,"Rua Silva Jardim",-35.8714304,"58407333",-7.223525,"PB","Campina Grande",83
2504009,"Prata",552.9,"Avenida Presidente Getúlio Vargas",-35.8933188,"58400585",-7.2173285,"PB","Campina Grande",83
2516201,"Augusto Braga",221.6,"Rua Valdemiro Queiroga de Figueiredo",-38.2314022,"58808550",-6.7518873,"PB","Sousa",83
2501807,"Mário Andreazza",36.8,"Rua da Paz",-34.9243818,"58309602",-7.1432309,"PB","Bayeux",83
2501807,"Imaculada",10.6,"Rua Coronel Lira",-34.9276395,"58309060",-7.1301898,"PB","Bayeux",83
2501807,"Imaculada",9.3,"Rua Francisco Marques da Fonseca",-34.9269094,"58309000",-7.1357512,"PB","Bayeux",83
2507507,"Cristo Redentor",47.3,"Rua Dom Bosco",-34.8761379,"58070470",-7.1554683,"PB","João Pessoa",83
2501807,"Rio do Meio",10.9,"Travessa Francisco Marques da Fonseca",-34.9289186,"58308005",-7.1355397,"PB","Bayeux",83
2504009,"Centro",523.7,"Rua Manoel Farias Leite",-35.8734667,"58400225",-7.2223667,"PB","Campina Grande",83
2501807,"Alto da Boa Vista",15,"Rua Francisco Marques da Fonseca",-34.9309797,"58308001",-7.1321219,"PB","Bayeux",83
2501807,"Centro",16.8,"Avenida Liberdade, de 3957/3958 ao fim",-34.9322771,"58306001",-7.1315529,"PB","Bayeux",83
2501807,"Sesi",13.7,"Rua Tenente José Heleno",-34.9150511,"58305450",-7.1215991,"PB","Bayeux",83
2516201,"Alto do Cruzeiro",228,"Rua J. César",-38.230386,"58806100",-6.7773551,"PB","Sousa",83
