cd_UGestora,dt_AnoEmpenho,nu_Licitacao,nu_Empenho,cd_UnidOrcamentaria,tp_Licitacao,vl_Empenho,cd_Funcao,cd_Subfuncao,cd_SubElemento,dt_MesAnoEmpenho,dt_Empenho
201006,2016,000092016,0001922,20404,11,2030,12,361,38,072016,2016-07-12T00:00:00Z
201006,2016,000092016,0001923,20404,11,2080,12,361,38,072016,2016-07-12T00:00:00Z
201006,2016,000092016,0001924,20404,11,1680,12,361,38,072016,2016-07-12T00:00:00Z
201006,2016,000092016,0001925,20404,11,1716,12,361,38,072016,2016-07-12T00:00:00Z
201006,2016,000092016,0001926,20404,11,2380,12,361,38,072016,2016-07-12T00:00:00Z
201006,2016,000092016,0001945,20404,11,1612,12,361,38,072016,2016-07-13T00:00:00Z
201006,2016,000092016,0002212,20404,11,1725,12,361,38,082016,2016-08-11T00:00:00Z
201006,2016,000092016,0002213,20404,11,1860,12,361,38,082016,2016-08-11T00:00:00Z
201006,2016,000092016,0002221,20404,11,2070,12,361,38,082016,2016-08-11T00:00:00Z
201006,2016,000092016,0002225,20404,11,1440,12,361,38,082016,2016-08-11T00:00:00Z
201006,2016,000092016,0002226,20404,11,1515,12,361,38,082016,2016-08-11T00:00:00Z
201006,2016,000092016,0002227,20404,11,1515,12,361,38,082016,2016-08-11T00:00:00Z
201006,2016,000092016,0002228,20404,11,1610,12,361,38,082016,2016-08-11T00:00:00Z
201006,2016,000092016,0002229,20404,11,1515,12,361,38,082016,2016-08-11T00:00:00Z
201006,2016,000092016,0002230,20404,11,2700,12,361,38,082016,2016-08-11T00:00:00Z
201006,2016,000092016,0002231,20404,11,1380,12,361,38,082016,2016-08-11T00:00:00Z
201006,2016,000092016,0002232,20404,11,2175,12,361,38,082016,2016-08-11T00:00:00Z
201006,2016,000092016,0002249,20404,11,2400,12,361,38,082016,2016-08-12T00:00:00Z
201006,2016,000092016,0002250,20404,11,1305,12,361,38,082016,2016-08-12T00:00:00Z
201006,2016,000092016,0002251,20404,11,1605,12,361,38,082016,2016-08-12T00:00:00Z
201006,2016,000092016,0002252,20404,11,1800,12,361,38,082016,2016-08-12T00:00:00Z
201006,2016,000092016,0002253,20404,11,1980,12,361,38,082016,2016-08-12T00:00:00Z
201006,2016,000092016,0002261,20404,11,2550,12,361,38,082016,2016-08-12T00:00:00Z
201006,2016,000092016,0002263,20404,11,2250,12,361,38,082016,2016-08-12T00:00:00Z
201006,2016,000082016,0002264,20404,11,2900,12,361,22,082016,2016-08-12T00:00:00Z
201006,2016,000082016,0002265,20404,11,2700,12,361,38,082016,2016-08-12T00:00:00Z
201006,2016,000092016,0002266,20404,11,2450,12,361,38,082016,2016-08-12T00:00:00Z
201006,2016,000092016,0002566,20404,11,3570,12,361,38,092016,2016-09-20T00:00:00Z
201006,2016,000092016,0002567,20404,11,2121,12,361,38,092016,2016-09-20T00:00:00Z
201006,2016,000092016,0002568,20404,11,2121,12,361,38,092016,2016-09-20T00:00:00Z
201006,2016,000092016,0002569,20404,11,2415,12,361,38,092016,2016-09-20T00:00:00Z
201006,2016,000092016,0002570,20404,11,4370,12,361,38,092016,2016-09-20T00:00:00Z
201006,2016,000092016,0002572,20404,11,2016,12,361,38,092016,2016-09-20T00:00:00Z
201006,2016,000092016,0002573,20404,11,2121,12,361,38,092016,2016-09-20T00:00:00Z
201006,2016,000092016,0002579,20404,11,1827,12,361,38,092016,2016-09-20T00:00:00Z
201006,2016,000092016,0002580,20404,11,3045,12,361,38,092016,2016-09-20T00:00:00Z
201006,2016,000092016,0002581,20404,11,1932,12,361,38,092016,2016-09-20T00:00:00Z
201006,2016,000092016,0002582,20404,11,2640,12,361,38,092016,2016-09-20T00:00:00Z
201006,2016,000092016,0002583,20404,11,2520,12,361,38,092016,2016-09-20T00:00:00Z
201006,2016,000092016,0002584,20404,11,2247,12,361,38,092016,2016-09-20T00:00:00Z
201006,2016,000092016,0002586,20404,11,2604,12,361,38,092016,2016-09-20T00:00:00Z
201006,2016,000092016,0002587,20404,11,2772,12,361,38,092016,2016-09-20T00:00:00Z
201006,2016,000092016,0002588,20404,11,2415,12,361,38,092016,2016-09-20T00:00:00Z
201006,2016,000082016,0002964,20404,11,2716.73,12,361,38,112016,2016-11-01T00:00:00Z
201006,2016,000092016,0002965,20404,11,2466.73,12,361,38,112016,2016-11-01T00:00:00Z
201006,2016,000092016,0002966,20404,11,2266.73,12,361,38,112016,2016-11-01T00:00:00Z
201006,2016,000082016,0002967,20404,11,2916.73,12,361,38,112016,2016-11-01T00:00:00Z
201006,2016,000082016,0002968,20404,11,2291.73,12,361,38,112016,2016-11-01T00:00:00Z
201006,2016,000092016,0002970,20404,11,2566.73,12,361,38,112016,2016-11-01T00:00:00Z
201006,2016,000092016,0003094,20404,11,1152,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003096,20404,11,2040,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003097,20404,11,1212,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003099,20404,11,736,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003100,20404,11,1044,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003101,20404,11,1380,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003102,20404,11,1824,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003103,20404,11,1919,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003104,20404,11,2185,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003105,20404,11,3230,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003107,20404,11,1919,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003108,20404,11,1265,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003109,20404,11,1919,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003111,20404,11,1560,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003112,20404,11,2033,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003113,20404,11,2415,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003114,20404,11,1610,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003116,20404,11,3040,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003117,20404,11,2356,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003118,20404,11,2185,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003119,20404,11,1653,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003120,20404,11,1748,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003121,20404,11,2755,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003124,20404,11,2640,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003125,20404,11,1920,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003126,20404,11,1584,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003127,20404,11,1488,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003137,20404,11,1584,12,361,38,112016,2016-11-16T00:00:00Z
201006,2016,000092016,0003446,20404,11,2415,12,361,38,122016,2016-12-14T00:00:00Z
201006,2016,000082016,0003448,20404,11,2508,12,361,38,122016,2016-12-14T00:00:00Z
201006,2016,000092016,0003449,20404,11,1653,12,361,38,122016,2016-12-14T00:00:00Z
201006,2016,000092016,0003450,20404,11,3040,12,361,38,122016,2016-12-14T00:00:00Z
201006,2016,000092016,0003451,20404,11,2020,12,361,38,122016,2016-12-14T00:00:00Z
201006,2016,000092016,0003452,20404,11,505,12,361,38,122016,2016-12-14T00:00:00Z
201006,2016,000092016,0003453,20404,11,2356,12,361,38,122016,2016-12-14T00:00:00Z
201006,2016,000092016,0003454,20404,11,3570,12,361,38,122016,2016-12-14T00:00:00Z
