cd_UGestora,dt_Ano,cd_UnidOrcamentaria,nu_Empenho,nu_Parcela,tp_Lancamento,vl_Pagamento,dt_Pagamento
201005,2016,00205,0001544,0000001,1,2850,2016-06-02 00:00:00
201005,2016,00205,0001545,0000001,1,3200,2016-06-02 00:00:00
201005,2016,00205,0001546,0000001,1,2350,2016-06-01 00:00:00
201005,2016,00205,0001547,0000001,1,1250,2016-06-02 00:00:00
201005,2016,00205,0001548,0000001,1,3300,2016-06-07 00:00:00
201005,2016,00205,0001549,0000001,1,1500,2016-06-02 00:00:00
201005,2016,00205,0001898,0000001,1,1200,2016-07-04 00:00:00
201005,2016,00205,0001899,0000001,1,1000,2016-07-05 00:00:00
201005,2016,00205,0001900,0000001,1,2280,2016-07-05 00:00:00
201005,2016,00205,0001901,0000001,1,2840,2016-07-04 00:00:00
201005,2016,00205,0001902,0000001,1,1040,2016-07-04 00:00:00
201005,2016,00205,0001903,0000001,1,2960,2016-07-04 00:00:00
201005,2016,00205,0001904,0000001,1,1000,2016-07-04 00:00:00
201005,2016,00205,0001905,0000001,1,1880,2016-07-04 00:00:00
201005,2016,00205,0001906,0000001,1,2640,2016-07-04 00:00:00
201005,2016,00205,0001907,0000001,1,3200,2016-07-04 00:00:00
201005,2016,00205,0001908,0000001,1,2560,2016-07-04 00:00:00
201005,2016,00205,0002172,0000001,1,2500,2016-07-19 00:00:00
201005,2016,00205,0002358,0000001,1,1500,2016-08-03 00:00:00
201005,2016,00205,0002359,0000001,1,2350,2016-08-04 00:00:00
201005,2016,00205,0002360,0000001,1,4000,2016-08-03 00:00:00
201005,2016,00205,0002361,0000001,1,3300,2016-08-04 00:00:00
201005,2016,00205,0002362,0000001,1,1250,2016-08-03 00:00:00
201005,2016,00205,0002363,0000001,1,3200,2016-08-04 00:00:00
201005,2016,00205,0002364,0000001,1,2850,2016-08-04 00:00:00
201005,2016,00205,0002365,0000001,1,3550,2016-08-03 00:00:00
201005,2016,00205,0002366,0000001,1,1300,2016-08-03 00:00:00
201005,2016,00205,0002367,0000001,1,1250,2016-08-03 00:00:00
201005,2016,00205,0002368,0000001,1,3700,2016-08-03 00:00:00
201005,2016,00205,0002377,0000001,1,950,2016-08-17 00:00:00
201005,2016,00205,0002641,0000001,1,1500,2016-09-01 00:00:00
201005,2016,00205,0002642,0000001,1,3300,2016-09-01 00:00:00
201005,2016,00205,0002643,0000001,1,1250,2016-09-02 00:00:00
201005,2016,00205,0002644,0000001,1,3550,2016-09-01 00:00:00
201005,2016,00205,0002647,0000001,1,4000,2016-09-01 00:00:00
201005,2016,00205,0002648,0000001,1,2850,2016-09-01 00:00:00
201005,2016,00205,0002650,0000001,1,1250,2016-09-01 00:00:00
201005,2016,00205,0002651,0000001,1,3700,2016-09-01 00:00:00
201005,2016,00205,0002652,0000001,1,2350,2016-09-01 00:00:00
201005,2016,00205,0002653,0000001,1,3200,2016-09-01 00:00:00
201005,2016,00205,0002685,0000001,1,950,2016-08-31 00:00:00
201005,2016,00205,0002954,0000001,1,1250,2016-09-13 00:00:00
201005,2016,00205,0002955,0000001,1,1400,2016-09-19 00:00:00
201005,2016,00205,0003224,0000001,1,3300,2016-10-06 00:00:00
201005,2016,00205,0003225,0000001,1,3700,2016-09-30 00:00:00
201005,2016,00205,0003226,0000001,1,1250,2016-09-30 00:00:00
201005,2016,00205,0003227,0000001,1,1250,2016-09-30 00:00:00
201005,2016,00205,0003228,0000001,1,1300,2016-09-29 00:00:00
201005,2016,00205,0003229,0000001,1,3550,2016-09-29 00:00:00
201005,2016,00205,0003230,0000001,1,2850,2016-10-10 00:00:00
201005,2016,00205,0003231,0000001,1,3200,2016-09-29 00:00:00
201005,2016,00205,0003232,0000001,1,4000,2016-09-29 00:00:00
201005,2016,00205,0003233,0000001,1,2350,2016-10-04 00:00:00
201005,2016,00205,0003234,0000001,1,1250,2016-09-29 00:00:00
201005,2016,00205,0003236,0000001,1,1400,2016-10-10 00:00:00
201005,2016,00205,0003488,0000001,1,950,2016-10-13 00:00:00
201005,2016,00205,0003702,0000001,1,3300,2016-10-31 00:00:00
201005,2016,00205,0003703,0000001,1,2850,2016-10-31 00:00:00
201005,2016,00205,0003704,0000001,1,950,2016-10-31 00:00:00
201005,2016,00205,0003707,0000001,1,1400,2016-10-31 00:00:00
201005,2016,00205,0003708,0000001,1,1500,2016-10-31 00:00:00
201005,2016,00205,0003709,0000001,1,2350,2016-10-31 00:00:00
201005,2016,00205,0003710,0000001,1,1250,2016-10-31 00:00:00
201005,2016,00205,0003711,0000001,1,1250,2016-10-31 00:00:00
201005,2016,00205,0003712,0000001,1,3700,2016-10-31 00:00:00
201005,2016,00205,0003713,0000001,1,1250,2016-10-31 00:00:00
201005,2016,00205,0003714,0000001,1,3200,2016-10-31 00:00:00
201005,2016,00205,0003715,0000001,1,1300,2016-10-31 00:00:00
201005,2016,00205,0003716,0000001,1,4000,2016-10-31 00:00:00
201005,2016,00205,0003717,0000001,1,3550,2016-10-31 00:00:00
201005,2016,00205,0004142,0000001,1,1250,2016-11-29 00:00:00
201005,2016,00205,0004143,0000001,1,2350,2016-11-29 00:00:00
201005,2016,00205,0004146,0000001,1,1400,2016-11-29 00:00:00
201005,2016,00205,0004147,0000001,1,950,2016-11-29 00:00:00
201005,2016,00205,0004148,0000001,1,1500,2016-11-29 00:00:00
201005,2016,00205,0004149,0000001,1,3300,2016-11-29 00:00:00
201005,2016,00205,0004150,0000001,1,3700,2016-11-29 00:00:00
201005,2016,00205,0004151,0000001,1,1250,2016-11-29 00:00:00
201005,2016,00205,0004152,0000001,1,1250,2016-11-29 00:00:00
201005,2016,00205,0004153,0000001,1,1300,2016-11-29 00:00:00
201005,2016,00205,0004154,0000001,1,2850,2016-11-29 00:00:00
201005,2016,00205,0004155,0000001,1,3550,2016-11-29 00:00:00
201005,2016,00205,0004156,0000001,1,4000,2016-11-29 00:00:00
201005,2016,00205,0004157,0000001,1,3200,2016-11-29 00:00:00
201005,2016,00205,0004560,0000001,1,1775,2016-12-15 00:00:00
201005,2016,00205,0004561,0000001,1,625,2016-12-15 00:00:00
201005,2016,00205,0004563,0000001,1,1175,2016-12-15 00:00:00
201005,2016,00205,0004564,0000001,1,750,2016-12-15 00:00:00
201005,2016,00205,0004565,0000001,1,1850,2016-12-15 00:00:00
201005,2016,00205,0004566,0000001,1,1425,2016-12-15 00:00:00
201005,2016,00205,0004567,0000001,1,2000,2016-12-15 00:00:00
201005,2016,00205,0004568,0000001,1,1600,2016-12-15 00:00:00
201005,2016,00205,0004569,0000001,1,625,2016-12-15 00:00:00
201005,2016,00205,0004570,0000001,1,1650,2016-12-15 00:00:00
201005,2016,00205,0004571,0000001,1,700,2016-12-15 00:00:00
201005,2016,00205,0004572,0000001,1,650,2016-12-15 00:00:00
201005,2016,00205,0004770,0000001,1,950,2016-12-22 00:00:00
201006,2016,20404,0001134,0000001,1,1488,2016-05-03 00:00:00
201006,2016,20404,0001134,0000002,1,1488,2016-05-11 00:00:00
201006,2016,20404,0001237,0000001,1,1044,2016-05-11 00:00:00
201006,2016,20404,0001240,0000001,1,1140,2016-05-11 00:00:00
201006,2016,20404,0001241,0000001,1,1520,2016-05-11 00:00:00
201006,2016,20404,0001329,0000001,1,1700,2016-05-24 00:00:00
201006,2016,20404,0001329,0000002,1,1700,2016-05-31 00:00:00
201006,2016,20404,0001335,0000001,1,1320,2016-05-24 00:00:00
201006,2016,20404,0001335,0000002,1,1320,2016-05-31 00:00:00
201006,2016,20404,0001336,0000001,1,1070,2016-05-24 00:00:00
201006,2016,20404,0001336,0000002,1,1070,2016-05-31 00:00:00
201006,2016,20404,0001337,0000001,1,1600,2016-05-24 00:00:00
201006,2016,20404,0001337,0000002,1,1600,2016-05-31 00:00:00
201006,2016,20404,0001338,0000001,1,1200,2016-05-24 00:00:00
201006,2016,20404,0001338,0000002,1,1200,2016-05-31 00:00:00
201006,2016,20404,0001339,0000001,1,1450,2016-05-24 00:00:00
201006,2016,20404,0001339,0000002,1,1450,2016-05-31 00:00:00
201006,2016,20404,0001340,0000001,1,870,2016-05-24 00:00:00
201006,2016,20404,0001340,0000002,1,870,2016-05-31 00:00:00
201006,2016,20404,0001343,0000001,1,1550,2016-05-24 00:00:00
201006,2016,20404,0001344,0000001,1,1010,2016-05-24 00:00:00
201006,2016,20404,0001344,0000002,1,1010,2016-05-31 00:00:00
201006,2016,20404,0001345,0000001,1,1010,2016-05-24 00:00:00
201006,2016,20404,0001345,0000002,1,1010,2016-05-31 00:00:00
201006,2016,20404,0001346,0000001,1,1010,2016-05-24 00:00:00
201006,2016,20404,0001346,0000002,1,1010,2016-05-31 00:00:00
201006,2016,20404,0001347,0000001,1,1200,2016-05-24 00:00:00
201006,2016,20404,0001347,0000002,1,1200,2016-05-31 00:00:00
201006,2016,20404,0001349,0000001,1,1150,2016-05-24 00:00:00
201006,2016,20404,0001349,0000002,1,1150,2016-05-31 00:00:00
201006,2016,20404,0001351,0000001,1,1437.5,2016-05-24 00:00:00
201006,2016,20404,0001351,0000002,1,1437.5,2016-05-31 00:00:00
201006,2016,20404,0001352,0000001,1,1150,2016-05-24 00:00:00
201006,2016,20404,0001352,0000002,1,1150,2016-05-31 00:00:00
201006,2016,20404,0001490,0000001,1,1550,2016-05-31 00:00:00
201006,2016,20404,0001646,0000001,1,2400,2016-06-20 00:00:00
201006,2016,20404,0001647,0000001,1,3360,2016-06-20 00:00:00
201006,2016,20404,0001648,0000001,1,2247,2016-06-20 00:00:00
201006,2016,20404,0001650,0000001,1,2300,2016-06-20 00:00:00
201006,2016,20404,0001652,0000001,1,2020,2016-06-20 00:00:00
201006,2016,20404,0001654,0000001,1,2300,2016-06-20 00:00:00
201006,2016,20404,0001655,0000001,1,2300,2016-06-20 00:00:00
201006,2016,20404,0001667,0000001,1,2480,2016-06-20 00:00:00
201006,2016,20404,0001668,0000001,1,2900,2016-06-20 00:00:00
201006,2016,20404,0001669,0000001,1,2020,2016-06-20 00:00:00
201006,2016,20404,0001670,0000001,1,1740,2016-06-20 00:00:00
201006,2016,20404,0001671,0000001,1,1840,2016-06-20 00:00:00
201006,2016,20404,0001672,0000001,1,3400,2016-06-20 00:00:00
201006,2016,20404,0001676,0000001,1,2020,2016-06-20 00:00:00
201006,2016,20404,0001677,0000001,1,1920,2016-06-20 00:00:00
201006,2016,20404,0001688,0000001,1,2640,2016-06-20 00:00:00
201006,2016,20404,0001911,0000001,1,1495,2016-07-12 00:00:00
201006,2016,20404,0001912,0000001,1,1313,2016-07-12 00:00:00
201006,2016,20404,0001913,0000001,1,1495,2016-07-12 00:00:00
201006,2016,20404,0001914,0000001,1,1495,2016-07-12 00:00:00
201006,2016,20404,0001915,0000001,1,1414,2016-07-12 00:00:00
201006,2016,20404,0001916,0000001,1,1248,2016-07-12 00:00:00
201006,2016,20404,0001917,0000001,1,1391,2016-07-12 00:00:00
201006,2016,20404,0001918,0000001,1,1131,2016-07-12 00:00:00
201006,2016,20404,0001920,0000001,1,1313,2016-07-12 00:00:00
201006,2016,20404,0001921,0000001,1,1196,2016-07-12 00:00:00
201006,2016,20404,0001922,0000001,1,2030,2016-07-12 00:00:00
201006,2016,20404,0001923,0000001,1,2080,2016-07-12 00:00:00
201006,2016,20404,0001924,0000001,1,1680,2016-07-12 00:00:00
201006,2016,20404,0001925,0000001,1,1716,2016-07-12 00:00:00
201006,2016,20404,0001926,0000001,1,2380,2016-07-12 00:00:00
201006,2016,20404,0001945,0000001,1,1612,2016-07-13 00:00:00
201006,2016,20404,0002212,0000001,1,1725,2016-08-11 00:00:00
201006,2016,20404,0002213,0000001,1,1860,2016-08-11 00:00:00
201006,2016,20404,0002221,0000001,1,2070,2016-08-11 00:00:00
201006,2016,20404,0002225,0000001,1,1440,2016-08-11 00:00:00
201006,2016,20404,0002226,0000001,1,1515,2016-08-11 00:00:00
201006,2016,20404,0002227,0000001,1,1515,2016-08-11 00:00:00
201006,2016,20404,0002228,0000001,1,1610,2016-08-11 00:00:00
201006,2016,20404,0002229,0000001,1,1515,2016-08-11 00:00:00
201006,2016,20404,0002230,0000001,1,2700,2016-08-11 00:00:00
201006,2016,20404,0002231,0000001,1,1380,2016-08-11 00:00:00
201006,2016,20404,0002232,0000001,1,2175,2016-08-11 00:00:00
201006,2016,20404,0002249,0000001,1,2400,2016-08-12 00:00:00
201006,2016,20404,0002250,0000001,1,1305,2016-08-12 00:00:00
201006,2016,20404,0002251,0000001,1,1605,2016-08-12 00:00:00
201006,2016,20404,0002252,0000001,1,1800,2016-08-12 00:00:00
201006,2016,20404,0002253,0000001,1,1980,2016-08-12 00:00:00
201006,2016,20404,0002261,0000001,1,2550,2016-08-12 00:00:00
201006,2016,20404,0002263,0000001,1,2250,2016-08-12 00:00:00
201006,2016,20404,0002264,0000001,1,2900,2016-08-12 00:00:00
201006,2016,20404,0002265,0000001,1,2700,2016-08-12 00:00:00
201006,2016,20404,0002266,0000001,1,2450,2016-08-12 00:00:00
201006,2016,20404,0002566,0000001,1,1785,2016-09-21 00:00:00
201006,2016,20404,0002566,0000002,1,1785,2016-10-20 00:00:00
201006,2016,20404,0002567,0000001,1,1060.5,2016-09-20 00:00:00
201006,2016,20404,0002567,0000002,1,1060.5,2016-10-20 00:00:00
201006,2016,20404,0002568,0000001,1,1060.5,2016-09-20 00:00:00
201006,2016,20404,0002568,0000002,1,1060.5,2016-10-20 00:00:00
201006,2016,20404,0002569,0000001,1,1207.5,2016-09-20 00:00:00
201006,2016,20404,0002569,0000002,1,1207.5,2016-10-20 00:00:00
201006,2016,20404,0002570,0000001,1,2185,2016-09-20 00:00:00
201006,2016,20404,0002570,0000002,1,2185,2016-10-20 00:00:00
201006,2016,20404,0002572,0000001,1,1008,2016-09-20 00:00:00
201006,2016,20404,0002572,0000002,1,1008,2016-10-20 00:00:00
201006,2016,20404,0002573,0000001,1,1060.5,2016-09-20 00:00:00
201006,2016,20404,0002573,0000002,1,1060.5,2016-10-20 00:00:00
201006,2016,20404,0002579,0000001,1,913.5,2016-09-20 00:00:00
201006,2016,20404,0002579,0000002,1,913.5,2016-10-20 00:00:00
201006,2016,20404,0002580,0000001,1,1522.5,2016-09-20 00:00:00
201006,2016,20404,0002580,0000002,1,1522.5,2016-10-20 00:00:00
201006,2016,20404,0002581,0000001,1,966,2016-09-20 00:00:00
201006,2016,20404,0002581,0000002,1,966,2016-10-20 00:00:00
201006,2016,20404,0002582,0000001,1,1320,2016-09-20 00:00:00
201006,2016,20404,0002582,0000002,1,1320,2016-10-20 00:00:00
201006,2016,20404,0002583,0000001,1,1260,2016-09-20 00:00:00
201006,2016,20404,0002583,0000002,1,1260,2016-10-20 00:00:00
201006,2016,20404,0002584,0000001,1,1123.5,2016-09-20 00:00:00
201006,2016,20404,0002584,0000002,1,1123.5,2016-10-20 00:00:00
201006,2016,20404,0002586,0000001,1,1302,2016-09-20 00:00:00
201006,2016,20404,0002586,0000002,1,1302,2016-10-20 00:00:00
201006,2016,20404,0002587,0000001,1,1386,2016-09-20 00:00:00
201006,2016,20404,0002587,0000002,1,1386,2016-10-20 00:00:00
201006,2016,20404,0002588,0000001,1,1207.5,2016-09-20 00:00:00
201006,2016,20404,0002588,0000002,1,1207.5,2016-10-20 00:00:00
201006,2016,20404,0002964,0000001,1,2716.73,2016-11-16 00:00:00
201006,2016,20404,0002965,0000001,1,2466.73,2016-11-16 00:00:00
201006,2016,20404,0002966,0000001,1,2266.73,2016-11-16 00:00:00
201006,2016,20404,0002967,0000001,1,2916.73,2016-11-16 00:00:00
201006,2016,20404,0002968,0000001,1,2291.73,2016-11-16 00:00:00
201006,2016,20404,0002970,0000001,1,2566.73,2016-11-16 00:00:00
201006,2016,20404,0003094,0000001,1,1152,2016-11-16 00:00:00
201006,2016,20404,0003096,0000001,1,2040,2016-11-16 00:00:00
201006,2016,20404,0003097,0000001,1,1212,2016-11-16 00:00:00
201006,2016,20404,0003099,0000001,1,736,2016-11-16 00:00:00
201006,2016,20404,0003100,0000001,1,1044,2016-11-16 00:00:00
201006,2016,20404,0003101,0000001,1,1380,2016-11-16 00:00:00
201006,2016,20404,0003102,0000001,1,1824,2016-11-16 00:00:00
201006,2016,20404,0003103,0000001,1,1919,2016-11-16 00:00:00
201006,2016,20404,0003104,0000001,1,2185,2016-11-16 00:00:00
201006,2016,20404,0003105,0000001,1,3230,2016-11-16 00:00:00
201006,2016,20404,0003107,0000001,1,1919,2016-11-16 00:00:00
201006,2016,20404,0003108,0000001,1,1265,2016-11-16 00:00:00
201006,2016,20404,0003109,0000001,1,1919,2016-11-16 00:00:00
201006,2016,20404,0003111,0000001,1,1560,2016-11-16 00:00:00
201006,2016,20404,0003112,0000001,1,2033,2016-11-16 00:00:00
201006,2016,20404,0003113,0000001,1,2415,2016-11-16 00:00:00
201006,2016,20404,0003114,0000001,1,1610,2016-11-16 00:00:00
201006,2016,20404,0003116,0000001,1,3040,2016-11-16 00:00:00
201006,2016,20404,0003117,0000001,1,2356,2016-11-16 00:00:00
201006,2016,20404,0003118,0000001,1,2185,2016-11-16 00:00:00
201006,2016,20404,0003119,0000001,1,1653,2016-11-16 00:00:00
201006,2016,20404,0003120,0000001,1,1748,2016-11-16 00:00:00
201006,2016,20404,0003121,0000001,1,2755,2016-11-16 00:00:00
201006,2016,20404,0003124,0000001,1,2640,2016-11-16 00:00:00
201006,2016,20404,0003125,0000001,1,1920,2016-11-16 00:00:00
201006,2016,20404,0003126,0000001,1,1584,2016-11-16 00:00:00
201006,2016,20404,0003127,0000001,1,1488,2016-11-16 00:00:00
201006,2016,20404,0003137,0000001,1,1584,2016-11-16 00:00:00
201006,2016,20404,0003446,0000001,1,2415,2016-12-14 00:00:00
201006,2016,20404,0003448,0000001,1,2508,2016-12-14 00:00:00
201006,2016,20404,0003449,0000001,1,1653,2016-12-14 00:00:00
201006,2016,20404,0003450,0000001,1,3040,2016-12-14 00:00:00
201006,2016,20404,0003451,0000001,1,2020,2016-12-14 00:00:00
201006,2016,20404,0003452,0000001,1,505,2016-12-14 00:00:00
201006,2016,20404,0003453,0000001,1,2356,2016-12-14 00:00:00
201006,2016,20404,0003454,0000001,1,3570,2016-12-14 00:00:00
201006,2016,20404,0003455,0000001,1,2300,2016-12-14 00:00:00
201006,2016,20404,0003456,0000001,1,580,2016-12-14 00:00:00
201006,2016,20404,0003459,0000001,1,230,2016-12-14 00:00:00
201006,2016,20404,0003465,0000001,1,1824,2016-12-14 00:00:00
201006,2016,20404,0003568,0000001,1,2275,2016-12-28 00:00:00
201006,2016,20404,0003569,0000001,1,2700,2016-12-28 00:00:00
201006,2016,20404,0003570,0000001,1,2900,2016-12-28 00:00:00
201006,2016,20404,0003576,0000001,1,1120,2016-12-29 00:00:00
201006,2016,20404,0003577,0000001,1,1190,2016-12-29 00:00:00
201006,2016,20404,0003578,0000001,1,1056,2016-12-29 00:00:00
201006,2016,20404,0003579,0000001,1,609,2016-12-29 00:00:00
201006,2016,20404,0003580,0000001,1,869,2016-12-29 00:00:00
201006,2016,20404,0003581,0000001,1,1955,2016-12-29 00:00:00
201006,2016,20404,0003588,0000001,1,672,2016-12-29 00:00:00
201006,2016,20404,0003589,0000001,1,707,2016-12-29 00:00:00
201006,2016,20404,0003606,0000001,1,345,2016-12-29 00:00:00
201006,2016,20404,0003609,0000001,1,2250,2016-12-29 00:00:00
201006,2016,20404,0003611,0000001,1,2450,2016-12-29 00:00:00
201006,2016,20404,0003668,0000001,1,2550,2016-12-29 00:00:00
201009,2016,20404,0001525,0000001,1,3562.75,2016-07-01 00:00:00
201009,2016,20404,0001525,0000002,1,8.45,2016-12-06 00:00:00
201009,2016,20404,0001526,0000001,1,2372.35,2016-07-01 00:00:00
201009,2016,20404,0001526,0000002,1,8.45,2016-12-06 00:00:00
201009,2016,20404,0001615,0000001,1,8.6,2016-09-06 00:00:00
201009,2016,20404,0001615,0000002,1,3265,2016-09-06 00:00:00
201011,2016,02070,0002652,0000001,1,750,2016-08-10 00:00:00
201011,2016,02070,0002666,0000001,1,1850,2016-08-10 00:00:00
201011,2016,02070,0002667,0000001,1,2500,2016-08-10 00:00:00
201011,2016,02070,0003011,0000001,1,1950,2016-09-09 00:00:00
201011,2016,02070,0003011,0000002,1,1950,2016-09-20 00:00:00
201011,2016,02070,0003022,0000001,1,1200,2016-09-13 00:00:00
201011,2016,02070,0003027,0000001,1,1800,2016-09-12 00:00:00
201011,2016,02070,0003028,0000001,1,2500,2016-09-12 00:00:00
201011,2016,02070,0003031,0000001,1,750,2016-09-13 00:00:00
201011,2016,02070,0003062,0000001,1,2000,2016-09-14 00:00:00
201011,2016,02070,0003062,0000002,1,540,2016-11-03 00:00:00
201011,2016,02070,0003078,0000001,1,900,2016-09-20 00:00:00
201011,2016,02070,0003079,0000001,1,1850,2016-09-20 00:00:00
201011,2016,02070,0003218,0000001,1,2540,2016-09-30 00:00:00
201011,2016,02070,0003314,0000001,1,1080,2016-10-11 00:00:00
201011,2016,02070,0003317,0000001,1,1810,2016-10-11 00:00:00
201011,2016,02070,0003317,0000002,1,1700,2016-10-17 00:00:00
201011,2016,02070,0003318,0000001,1,1620,2016-10-11 00:00:00
201011,2016,02070,0003320,0000001,1,2125,2016-10-11 00:00:00
201011,2016,02070,0003323,0000001,1,675,2016-10-11 00:00:00
201011,2016,02070,0003367,0000001,1,810,2016-10-17 00:00:00
201011,2016,02070,0003368,0000001,1,1665,2016-10-17 00:00:00
201011,2016,02070,0003429,0000001,1,2000,2016-10-24 00:00:00
201011,2016,02070,0003429,0000002,1,794,2016-11-03 00:00:00
201011,2016,02070,0003697,0000001,1,675,2016-11-16 00:00:00
201011,2016,02070,0003701,0000001,1,1480,2016-11-16 00:00:00
201011,2016,02070,0003702,0000001,1,1985.57,2016-11-16 00:00:00
201011,2016,02070,0003703,0000001,1,14.43,2016-11-16 00:00:00
201011,2016,02070,0003705,0000001,1,1620,2016-11-16 00:00:00
201011,2016,02070,0003706,0000001,1,774,2016-11-16 00:00:00
201011,2016,02070,0003707,0000001,1,2466.66,2016-11-16 00:00:00
201011,2016,02070,0003708,0000001,1,1043.34,2016-11-16 00:00:00
201011,2016,02070,0003711,0000001,1,1080,2016-11-16 00:00:00
201011,2016,02070,0003745,0000001,1,4826,2016-11-17 00:00:00
201011,2016,02070,0004069,0000001,1,750,2016-12-13 00:00:00
201011,2016,02070,0004074,0000001,1,2753.93,2016-12-13 00:00:00
201011,2016,02070,0004075,0000001,1,2035,2016-12-13 00:00:00
201011,2016,02070,0004079,0000001,1,1118,2016-12-13 00:00:00
